gene,coverage,RPKM,cohort,sample_id,subject_id
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.976271186440678,1.80384177296318,MetaHIT-Spanish,V1.CD24.0,V1.CD24.0
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,MetaHIT-Spanish,V1.CD27.0,V1.CD27.0
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,MetaHIT-Spanish,V1.CD28.0,V1.CD28.0
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.72090395480226,0.382433608600536,MetaHIT-Spanish,V1.CD29.0,V1.CD29.0
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,MetaHIT-Spanish,V1.CD30.0,V1.CD30.0
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.0983050847457627,0.255207885194268,MetaHIT-Spanish,V1.CD3.0,V1.CD3.0
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.0757062146892655,0.0203667962737076,MetaHIT-Spanish,V1.CD31.0,V1.CD31.0
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.598870056497175,0.13705469485428,MetaHIT-Spanish,V1.CD34.0,V1.CD34.0
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,MetaHIT-Spanish,V1.CD36.0,V1.CD36.0
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,MetaHIT-Spanish,V1.CD38.0,V1.CD38.0
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.379661016949153,1.18577464810917,MetaHIT-Spanish,V1.CD4.0,V1.CD4.0
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.287005649717514,0.0291127146232022,MetaHIT-Spanish,V1.CD42.0,V1.CD42.0
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,MetaHIT-Spanish,V1.CD8.0,V1.CD8.0
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,MetaHIT-Spanish,V1.CD9.0,V1.CD9.0
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,MetaHIT-Spanish,V1.UC16.0,V1.UC16.0
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.345762711864407,1.29142997685123,MetaHIT-Spanish,V1.UC18.0,V1.UC18.0
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,MetaHIT-Spanish,V1.UC19.0,V1.UC19.0
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.363841807909605,0.133527299316685,MetaHIT-Spanish,V1.UC24.0,V1.UC24.0
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.983050847457627,2.57779689707722,MetaHIT-Spanish,V1.UC27.0,V1.UC27.0
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,MetaHIT-Spanish,V1.UC28.0,V1.UC28.0
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.966101694915254,1.35009937342199,MetaHIT-Spanish,V1.UC29.0,V1.UC29.0
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.998870056497175,4.81199016004691,MetaHIT-Spanish,V1.UC30.0,V1.UC30.0
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.206779661016949,0.0486737465162009,MetaHIT-Spanish,V1.UC32.0,V1.UC32.0
20b-HSDH-Bifido-HD-1-CL-100-DNA,1,14.8995139848496,MetaHIT-Spanish,V1.UC33.0,V1.UC33.0
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,MetaHIT-Spanish,V1.UC34.0,V1.UC34.0
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.810169491525424,0.601227536773615,MetaHIT-Spanish,V1.UC36.0,V1.UC36.0
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.648587570621469,0.367159680220196,MetaHIT-Spanish,V1.UC37.0,V1.UC37.0
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,MetaHIT-Spanish,V1.UC41.0,V1.UC41.0
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.967231638418079,2.28261563573906,MetaHIT-Spanish,V1.UC42.0,V1.UC42.0
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.99774011299435,1.3930079138664,MetaHIT-Spanish,V1.UC43.0,V1.UC43.0
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.301694915254237,0.103819835062356,MetaHIT-Spanish,V1.UC44.0,V1.UC44.0
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.88361581920904,0.495549631717139,MetaHIT-Spanish,V1.UC46.0,V1.UC46.0
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.915254237288136,0.865589744106226,MetaHIT-Spanish,V1.UC48.0,V1.UC48.0
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.125423728813559,0.0372332868660052,MetaHIT-Spanish,V1.UC57.0,V1.UC57.0
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,MetaHIT-Spanish,V1.UC6.0,V1.UC6.0
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.964971751412429,0.745387371069231,MetaHIT-Spanish,V1.UC61.0,V1.UC61.0
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.969491525423729,0.760135591576014,MetaHIT-Spanish,V1.UC62.0,V1.UC62.0
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.680225988700565,0.785177893910361,MetaHIT-Spanish,V1.UC7.0,V1.UC7.0
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.757062146892655,3.13097013363812,MetaHIT-Spanish,V1.UC8.0,V1.UC8.0
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.499435028248588,1.14067497297057,MetaHIT-Spanish,V1.UC9.0,V1.UC9.0
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.0451977401129944,0.0940410531214418,MetaHIT-Spanish,O2.UC1.0,O2.UC1.0
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.576271186440678,1.26652026339754,MetaHIT-Spanish,O2.UC11.0,O2.UC11.0
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.996610169491525,9.06342883408152,MetaHIT-Spanish,O2.UC11.2,O2.UC11.2
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.393220338983051,0.40565845350414,MetaHIT-Spanish,O2.UC12.0,O2.UC12.0
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.394350282485876,0.164778294956549,MetaHIT-Spanish,O2.UC1.2,O2.UC1.2
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.430508474576271,0.171653449119352,MetaHIT-Spanish,O2.UC12.2,O2.UC12.2
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,MetaHIT-Spanish,O2.UC13.0,O2.UC13.0
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.968361581920904,2.0669288617601,MetaHIT-Spanish,O2.UC13.2,O2.UC13.2
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,MetaHIT-Spanish,O2.UC14.0,O2.UC14.0
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,MetaHIT-Spanish,O2.UC14.2,O2.UC14.2
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,MetaHIT-Spanish,O2.UC16.0,O2.UC16.0
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.570621468926554,0.176148464791689,MetaHIT-Spanish,O2.UC16.2,O2.UC16.2
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.0384180790960452,0.126528694539852,MetaHIT-Spanish,O2.UC17.0,O2.UC17.0
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.621468926553672,0.276940029130178,MetaHIT-Spanish,O2.UC17.2,O2.UC17.2
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,MetaHIT-Spanish,O2.UC18.0,O2.UC18.0
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.43954802259887,0.139346096578403,MetaHIT-Spanish,O2.UC18.2,O2.UC18.2
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,MetaHIT-Spanish,O2.UC19.0,O2.UC19.0
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.978531073446328,2.59676675202331,MetaHIT-Spanish,O2.UC19.2,O2.UC19.2
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.496045197740113,0.9701011971623,MetaHIT-Spanish,O2.UC20.0,O2.UC20.0
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.846327683615819,1.54517776010048,MetaHIT-Spanish,O2.UC2.0,O2.UC2.0
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.996610169491525,6.84964101151925,MetaHIT-Spanish,O2.UC20.2,O2.UC20.2
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.0542372881355932,1.15697980695375,MetaHIT-Spanish,O2.UC21.0,O2.UC21.0
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.995480225988701,2.87076208447888,MetaHIT-Spanish,O2.UC21.2,O2.UC21.2
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.31864406779661,1.36198710278076,MetaHIT-Spanish,O2.UC22.0,O2.UC22.0
20b-HSDH-Bifido-HD-1-CL-100-DNA,1,4.49838787639358,MetaHIT-Spanish,O2.UC2.2,O2.UC2.2
20b-HSDH-Bifido-HD-1-CL-100-DNA,1,6.67910497188153,MetaHIT-Spanish,O2.UC22.2,O2.UC22.2
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,MetaHIT-Spanish,O2.UC23.0,O2.UC23.0
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.543502824858757,0.164961522551655,MetaHIT-Spanish,O2.UC23.2,O2.UC23.2
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.271186440677966,0.394419821724331,MetaHIT-Spanish,O2.UC24.0,O2.UC24.0
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.51638418079096,0.345176766838251,MetaHIT-Spanish,O2.UC24.2,O2.UC24.2
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.933333333333333,1.04857129679494,MetaHIT-Spanish,O2.UC26.0,O2.UC26.0
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.925423728813559,0.800466765499665,MetaHIT-Spanish,O2.UC26.2,O2.UC26.2
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.983050847457627,2.64298992188827,MetaHIT-Spanish,O2.UC27.0,O2.UC27.0
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.983050847457627,3.13050274642063,MetaHIT-Spanish,O2.UC27.2,O2.UC27.2
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.310734463276836,0.124655340021871,MetaHIT-Spanish,O2.UC29.0,O2.UC29.0
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.43954802259887,0.215493408713936,MetaHIT-Spanish,O2.UC29.2,O2.UC29.2
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.16045197740113,0.0396881222657901,MetaHIT-Spanish,O2.UC30.0,O2.UC30.0
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.995480225988701,3.75334419411099,MetaHIT-Spanish,O2.UC3.0,O2.UC3.0
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.080225988700565,0.0180794058538965,MetaHIT-Spanish,O2.UC30.2,O2.UC30.2
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.922033898305085,1.55218799272987,MetaHIT-Spanish,O2.UC31.0,O2.UC31.0
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.906214689265537,1.50927700157313,MetaHIT-Spanish,O2.UC31.2,O2.UC31.2
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.981920903954802,4.07459377122547,MetaHIT-Spanish,O2.UC32.0,O2.UC32.0
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.989830508474576,7.81809905431125,MetaHIT-Spanish,O2.UC3.2,O2.UC3.2
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.981920903954802,1.34838770450558,MetaHIT-Spanish,O2.UC32.2,O2.UC32.2
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.92090395480226,0.856500617740793,MetaHIT-Spanish,O2.UC34.0,O2.UC34.0
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.996610169491525,2.54740858749516,MetaHIT-Spanish,O2.UC34.2,O2.UC34.2
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.988700564971751,0.913210498030718,MetaHIT-Spanish,O2.UC35.0,O2.UC35.0
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.922033898305085,0.654429747551497,MetaHIT-Spanish,O2.UC35.2,O2.UC35.2
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.768361581920904,0.514380322494841,MetaHIT-Spanish,O2.UC36.2,O2.UC36.2
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.835028248587571,0.607845781026493,MetaHIT-Spanish,O2.UC37.0,O2.UC37.0
20b-HSDH-Bifido-HD-1-CL-100-DNA,1,2.55856245816365,MetaHIT-Spanish,O2.UC37.2,O2.UC37.2
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,MetaHIT-Spanish,O2.UC38.0,O2.UC38.0
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,MetaHIT-Spanish,O2.UC38.2,O2.UC38.2
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.205649717514124,0.062179501762374,MetaHIT-Spanish,O2.UC40.0,O2.UC40.0
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.0757062146892655,0.209210441571797,MetaHIT-Spanish,O2.UC4.0,O2.UC4.0
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.0813559322033898,0.0190733420651665,MetaHIT-Spanish,O2.UC40.2,O2.UC40.2
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,MetaHIT-Spanish,O2.UC41.0,O2.UC41.0
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.324293785310734,0.276127025333251,MetaHIT-Spanish,O2.UC41.2,O2.UC41.2
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.694915254237288,0.352082037728648,MetaHIT-Spanish,O2.UC4.2,O2.UC4.2
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,MetaHIT-Spanish,O2.UC43.0,O2.UC43.0
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,MetaHIT-Spanish,O2.UC43.2,O2.UC43.2
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.0926553672316384,0.0395938207713563,MetaHIT-Spanish,O2.UC44.0,O2.UC44.0
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.849717514124294,0.539716113674319,MetaHIT-Spanish,O2.UC44.2,O2.UC44.2
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,MetaHIT-Spanish,O2.UC46.0,O2.UC46.0
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,MetaHIT-Spanish,O2.UC46.2,O2.UC46.2
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.935593220338983,1.05277432813531,MetaHIT-Spanish,O2.UC47.0,O2.UC47.0
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.998870056497175,5.87911842757349,MetaHIT-Spanish,O2.UC47.2,O2.UC47.2
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,MetaHIT-Spanish,O2.UC48.0,O2.UC48.0
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,MetaHIT-Spanish,O2.UC48.2,O2.UC48.2
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.998870056497175,3.25745953742177,MetaHIT-Spanish,O2.UC5.0,O2.UC5.0
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.809039548022599,0.584131873700188,MetaHIT-Spanish,O2.UC5.2,O2.UC5.2
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,MetaHIT-Spanish,O2.UC9.0,O2.UC9.0
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,MetaHIT-Spanish,O2.UC9.2,O2.UC9.2
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.186440677966102,0.312168732272535,MetaHIT-Spanish,V1.UC10.0,V1.UC10.0
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.823728813559322,0.61791078481337,MetaHIT-Spanish,V1.UC1.0,V1.UC1.0
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.92090395480226,0.835599616886189,MetaHIT-Spanish,V1.UC10.2,V1.UC10.2
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.96045197740113,2.76597849459897,MetaHIT-Spanish,V1.UC11.0,V1.UC11.0
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.99774011299435,4.63944541660157,MetaHIT-Spanish,V1.UC11.5,V1.UC11.5
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.0587570621468927,0.0303073670117282,MetaHIT-Spanish,V1.UC12.0,V1.UC12.0
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,MetaHIT-Spanish,V1.UC12.4,V1.UC12.4
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,MetaHIT-Spanish,V1.UC13.0,V1.UC13.0
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,MetaHIT-Spanish,V1.UC13.3,V1.UC13.3
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.319774011299435,1.27832107015074,MetaHIT-Spanish,V1.UC14.0,V1.UC14.0
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,MetaHIT-Spanish,V1.UC14.1,V1.UC14.1
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.494915254237288,2.53066069167555,MetaHIT-Spanish,V1.UC15.0,V1.UC15.0
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.951412429378531,3.51403352941063,MetaHIT-Spanish,V1.UC15.3,V1.UC15.3
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,MetaHIT-Spanish,V1.UC17.0,V1.UC17.0
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,MetaHIT-Spanish,V1.UC17.2,V1.UC17.2
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.948022598870056,1.29165866709833,MetaHIT-Spanish,V1.UC2.0,V1.UC2.0
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.167231638418079,0.340066332148517,MetaHIT-Spanish,V1.UC21.0,V1.UC21.0
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.998870056497175,2.21395214259058,MetaHIT-Spanish,V1.UC21.4,V1.UC21.4
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.831638418079096,0.741328128514011,MetaHIT-Spanish,V1.UC23.0,V1.UC23.0
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.937853107344633,1.17411376957384,MetaHIT-Spanish,V1.UC23.1,V1.UC23.1
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.715254237288136,0.889610901738188,MetaHIT-Spanish,V1.UC2.4,V1.UC2.4
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,MetaHIT-Spanish,V1.UC25.0,V1.UC25.0
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.96271186440678,0.989178507392409,MetaHIT-Spanish,V1.UC25.1,V1.UC25.1
20b-HSDH-Bifido-HD-1-CL-100-DNA,1,4.03633001107067,MetaHIT-Spanish,V1.UC26.0,V1.UC26.0
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.995480225988701,5.96364585197763,MetaHIT-Spanish,V1.UC26.4,V1.UC26.4
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.992090395480226,3.15414864006018,MetaHIT-Spanish,V1.UC3.0,V1.UC3.0
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.977401129943503,2.13131583028507,MetaHIT-Spanish,V1.UC31.0,V1.UC31.0
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.992090395480226,2.77586619910983,MetaHIT-Spanish,V1.UC31.4,V1.UC31.4
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.498305084745763,0.711678153490111,MetaHIT-Spanish,V1.UC3.2,V1.UC3.2
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.929943502824859,0.812799257192512,MetaHIT-Spanish,V1.UC35.0,V1.UC35.0
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.998870056497175,2.37424047480705,MetaHIT-Spanish,V1.UC35.4,V1.UC35.4
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,MetaHIT-Spanish,V1.UC38.0,V1.UC38.0
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.11864406779661,0.0391388212326827,MetaHIT-Spanish,V1.UC39.0,V1.UC39.0
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.836158192090395,0.726189644905052,MetaHIT-Spanish,V1.UC40.0,V1.UC40.0
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,MetaHIT-Spanish,V1.UC4.0,V1.UC4.0
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.27909604519774,0.088012038532184,MetaHIT-Spanish,V1.UC45.0,V1.UC45.0
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,MetaHIT-Spanish,V1.UC4.5,V1.UC4.5
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.76045197740113,0.337751390731832,MetaHIT-Spanish,V1.UC47.0,V1.UC47.0
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.929943502824859,1.14291280674464,MetaHIT-Spanish,V1.UC49.0,V1.UC49.0
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,MetaHIT-Spanish,V1.UC49.1,V1.UC49.1
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.990960451977401,0.87429175249993,MetaHIT-Spanish,V1.UC50.1,V1.UC50.1
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.864406779661017,1.20671964806411,MetaHIT-Spanish,V1.UC5.0,V1.UC5.0
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.829378531073446,0.647727985829168,MetaHIT-Spanish,V1.UC51.0,V1.UC51.0
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.340112994350282,0.119269112609147,MetaHIT-Spanish,V1.UC51.4,V1.UC51.4
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.172881355932203,0.0474295031307497,MetaHIT-Spanish,V1.UC52.0,V1.UC52.0
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.168361581920904,0.0301791045223649,MetaHIT-Spanish,V1.UC52.1,V1.UC52.1
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.376271186440678,0.0532438903786391,MetaHIT-Spanish,V1.UC53.0,V1.UC53.0
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.994350282485876,2.73438741478558,MetaHIT-Spanish,V1.UC5.3,V1.UC5.3
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.609039548022599,0.0954527860384218,MetaHIT-Spanish,V1.UC53.4,V1.UC53.4
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,MetaHIT-Spanish,V1.UC54.0,V1.UC54.0
20b-HSDH-Bifido-HD-1-CL-100-DNA,0,0,MetaHIT-Spanish,V1.UC55.0,V1.UC55.0
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.901694915254237,0.460179890131961,MetaHIT-Spanish,V1.UC55.4,V1.UC55.4
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.972881355932203,1.71700162128745,MetaHIT-Spanish,V1.UC56.0,V1.UC56.0
20b-HSDH-Bifido-HD-1-CL-100-DNA,0.957062146892655,0.925731662821244,MetaHIT-Spanish,V1.UC58.0,V1.UC58.0
CP009273_extraction-deoA_-_deoA_CDS,1,158.607535367807,Chinese,SRR1778450,SRR1778450
CP009273_extraction-deoA_-_deoA_CDS,0.994708994708995,1.53693024060764,Chinese,SRR413673,SRR413673
CP009273_extraction-deoA_-_deoA_CDS,0.972033257747543,1.14800463625473,Chinese,SRR413674,SRR413674
CP009273_extraction-deoA_-_deoA_CDS,0.17989417989418,0.0402812196111191,Chinese,SRR413675,SRR413675
CP009273_extraction-deoA_-_deoA_CDS,0.996220710506425,3.80249552730849,Chinese,SRR413676,SRR413676
CP009273_extraction-deoA_-_deoA_CDS,0.611489040060469,0.261358119245208,Chinese,SRR413677,SRR413677
CP009273_extraction-deoA_-_deoA_CDS,0.99697656840514,3.19594906701571,Chinese,SRR413678,SRR413678
CP009273_extraction-deoA_-_deoA_CDS,0.957671957671958,5.3780645274572,Chinese,SRR413679,SRR413679
CP009273_extraction-deoA_-_deoA_CDS,0.99244142101285,1.77348467380028,Chinese,SRR413680,SRR413680
CP009273_extraction-deoA_-_deoA_CDS,0.981859410430839,3.86979140614835,Chinese,SRR413681,SRR413681
CP009273_extraction-deoA_-_deoA_CDS,0.662887377173091,0.19619781514633,Chinese,SRR413682,SRR413682
CP009273_extraction-deoA_-_deoA_CDS,0.933484504913076,1.02014584217872,Chinese,SRR413683,SRR413683
CP009273_extraction-deoA_-_deoA_CDS,1,33.6014183009475,Chinese,SRR413684,SRR413684
CP009273_extraction-deoA_-_deoA_CDS,0.959939531368103,11.4603697516926,Chinese,SRR413685,SRR413685
CP009273_extraction-deoA_-_deoA_CDS,0,0,Chinese,SRR413686,SRR413686
CP009273_extraction-deoA_-_deoA_CDS,0.985638699924414,1.76612176012318,Chinese,SRR413687,SRR413687
CP009273_extraction-deoA_-_deoA_CDS,0.700680272108844,0.280727016401436,Chinese,SRR413689,SRR413689
CP009273_extraction-deoA_-_deoA_CDS,0.993197278911565,1.20714293466155,Chinese,SRR413690,SRR413690
CP009273_extraction-deoA_-_deoA_CDS,0.538926681783825,0.196600440710986,Chinese,SRR413691,SRR413691
CP009273_extraction-deoA_-_deoA_CDS,0.592592592592593,0.269788362724609,Chinese,SRR413692,SRR413692
CP009273_extraction-deoA_-_deoA_CDS,1,16.2623191823585,Chinese,SRR413694,SRR413694
CP009273_extraction-deoA_-_deoA_CDS,0.715797430083144,0.281720492589588,Chinese,SRR413695,SRR413695
CP009273_extraction-deoA_-_deoA_CDS,0.780045351473923,0.397758084842616,Chinese,SRR413696,SRR413696
CP009273_extraction-deoA_-_deoA_CDS,0.99848828420257,6.24772365528925,Chinese,SRR413697,SRR413697
CP009273_extraction-deoA_-_deoA_CDS,0.997732426303855,3.16589541882738,Chinese,SRR413698,SRR413698
CP009273_extraction-deoA_-_deoA_CDS,0.164777021919879,0.0722085134539951,Chinese,SRR413699,SRR413699
CP009273_extraction-deoA_-_deoA_CDS,0.984882842025699,1.34452035020215,Chinese,SRR413700,SRR413700
CP009273_extraction-deoA_-_deoA_CDS,0.481481481481481,0.246015262706357,Chinese,SRR413701,SRR413701
CP009273_extraction-deoA_-_deoA_CDS,0.999244142101285,6.42743105862964,Chinese,SRR413702,SRR413702
CP009273_extraction-deoA_-_deoA_CDS,0.715797430083144,0.281534809129343,Chinese,SRR413703,SRR413703
CP009273_extraction-deoA_-_deoA_CDS,0.514739229024943,0.250761854416196,Chinese,SRR413704,SRR413704
CP009273_extraction-deoA_-_deoA_CDS,0.991685563114135,2.54136186625352,Chinese,SRR413705,SRR413705
CP009273_extraction-deoA_-_deoA_CDS,1,35.3903915361682,Chinese,SRR413706,SRR413706
CP009273_extraction-deoA_-_deoA_CDS,0.930461073318216,0.863051059590311,Chinese,SRR413707,SRR413707
CP009273_extraction-deoA_-_deoA_CDS,0.99395313681028,4.55351079060661,Chinese,SRR413708,SRR413708
CP009273_extraction-deoA_-_deoA_CDS,0.113378684807256,0.0488510966282846,Chinese,SRR413709,SRR413709
CP009273_extraction-deoA_-_deoA_CDS,0.980347694633409,2.46430186531276,Chinese,SRR413710,SRR413710
CP009273_extraction-deoA_-_deoA_CDS,0.957671957671958,1.66182084945314,Chinese,SRR413711,SRR413711
CP009273_extraction-deoA_-_deoA_CDS,1,48.8634304883805,Chinese,SRR413712,SRR413712
CP009273_extraction-deoA_-_deoA_CDS,0.955404383975813,2.25261007264549,Chinese,SRR413713,SRR413713
CP009273_extraction-deoA_-_deoA_CDS,0.334089191232048,0.135866260584424,Chinese,SRR413714,SRR413714
CP009273_extraction-deoA_-_deoA_CDS,0.240362811791383,0.042317999335804,Chinese,SRR413715,SRR413715
